num	cote	titre	commune	latitude	longitude	num_plan	physdesc	dimensions	description1	date	date_standard	echelle	description2	wikidata	merimee	commons	wikipedia	BNF	
1071	CP/F/19/7714	Grenoble : cathédrale Notre-Dame	Grenoble	45.1925	5.732222222	Plan 3	Calque ; encre noire et rouge, lavis	38,3 cm x 51,7 cm	"Cathédrale de Grenoble. Chapelle S[ain]t-Hugues". Par Charles Nizet, architecte diocésain.	Sans date	1887-01-01 / 1887-12-31	5 cm / 1 m (détail de l'oculus)	3 détails ; timbre humide de l'architecte (7 avenue de Breteuil, Paris).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117178	https://upload.wikimedia.org/wikipedia/commons/b/bf/Grenoble-Notre-Dame.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Grenoble		
1072	CP/F/19/7714	Grenoble : cathédrale Notre-Dame	Grenoble	45.1925	5.732222222	Plan 4	Calque ; encre noire et rouge, lavis	38,8 cm x 53 cm	"Cathédrale de Grenoble. Coupe en travers.  État actuel". Par Charles Nizet, architecte diocésain.	31/10/1887	1887-10-31	1 cm / 1 m	1 coupe ; signé ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (11 janvier 1888).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117178	https://upload.wikimedia.org/wikipedia/commons/b/bf/Grenoble-Notre-Dame.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Grenoble		
1073	CP/F/19/7714	Grenoble : cathédrale Notre-Dame	Grenoble	45.1925	5.732222222	Plan 5	Calque ; encre noire et rouge, lavis, crayon	38,8 cm x 53 cm	"Projet de réfection de la charpente et de la couverture du bas-côté nord : coupe au droit des arcs-doubleaux". Par Charles Nizet, architecte diocésain.	31/10/1887	1887-10-31	1 cm / 1 m	1 coupe ; signé ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (11 janvier 1888).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117178	https://upload.wikimedia.org/wikipedia/commons/b/bf/Grenoble-Notre-Dame.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Grenoble		
1074	CP/F/19/7714	Grenoble : cathédrale Notre-Dame	Grenoble	45.1925	5.732222222	Plan 6	Calque ; encre noire et rouge, lavis, crayon	46,5 cm x 64 cm	"Cathédrale de Grenoble. Couverture du bas-côté nord, Projet de réfection". Par Charles Nizet, architecte diocésain.	31/10/1887	1887-10-31	1 cm / 1 m	1 coupe, 1 plan ; signé ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (11 janvier 1888).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117178	https://upload.wikimedia.org/wikipedia/commons/b/bf/Grenoble-Notre-Dame.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Grenoble		
1075	CP/F/19/7714	Grenoble : cathédrale Notre-Dame	Grenoble	45.1925	5.732222222	Plan 7	Calque ; encre noire et rouge, lavis, aquarelle	48 cm x 65,2 cm	"Cathédrale de Grenoble. État actuel du beffroi". Par Charles Nizet, architecte diocésain.	31/10/1887	1887-10-31	1 cm / 1 m	3 plans, 3 coupes latérales ; signé ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (11 janvier 1888).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117178	https://upload.wikimedia.org/wikipedia/commons/b/bf/Grenoble-Notre-Dame.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Grenoble		
1076	CP/F/19/7714	Grenoble : cathédrale Notre-Dame	Grenoble	45.1925	5.732222222	Plan 8	Calque ; encre noire et rouge, lavis, aquarelle, crayon	46,5 cm x 63 cm	"Cathédrale de Grenoble. Couverture du bas-côté nord : état actuel". Par Charles Nizet, architecte diocésain.	31/10/1887	1887-10-31	1 cm / 1 m	1 coupe, 1 plan ; signé ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (11 janvier 1888).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117178	https://upload.wikimedia.org/wikipedia/commons/b/bf/Grenoble-Notre-Dame.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Grenoble		
1077	CP/F/19/7714	Grenoble : cathédrale Notre-Dame	Grenoble	45.1925	5.732222222	Plan 9	Calque ; encre noire et rouge, lavis, aquarelle	47,5 cm x 64,5 cm	"Cathédrale de Grenoble. Consolidation du beffroi". Par Charles Nizet, architecte diocésain.	31/10/1887	1887-10-31	1 cm / 1 m	3 plans, 3 coupes latérales, 1 détail ; signé ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (11 janvier 1888).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117178	https://upload.wikimedia.org/wikipedia/commons/b/bf/Grenoble-Notre-Dame.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Grenoble		
1078	CP/F/19/7714	Grenoble : cathédrale Notre-Dame	Grenoble	45.1925	5.732222222	Plan 10	Papier ; encre noire et rouge, crayon, lavis	68 cm x 52,3 cm	"Département de l'Isère. Cathédrale de Grenoble. Éclairage et aération de la chapelle S[ain]t-Hugues". Par Charles Nizet, architecte diocésain.	14/12/1887	1887-12-14	5 cm / 1 m (détails) ; 1 cm / 1 m	3 détails, 1 plan, 1 coupe longitudinale, 1 coupe transversale ; signé.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117178	https://upload.wikimedia.org/wikipedia/commons/b/bf/Grenoble-Notre-Dame.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Grenoble		
1079	CP/F/19/7714	Grenoble : cathédrale Notre-Dame	Grenoble	45.1925	5.732222222	Plan 11	Calque ; encre noire et rouge, lavis	61,1 cm x 30,2 cm	"Cathédrale de Grenoble. Nouvelle entrée sur la rue du Fer-à-cheval" : dans le cadre de l’appropriation d’un terrain près de l’abside. [Par Charles Nizet, architecte diocésain].	[30 octobre 1898]	1898-10-30	1 cm / 1 m	1 plan, 5 élévations.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117178	https://upload.wikimedia.org/wikipedia/commons/b/bf/Grenoble-Notre-Dame.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Grenoble		
1080	CP/F/19/7714	Grenoble : cathédrale Notre-Dame	Grenoble	45.1925	5.732222222	Plan 12	Papier ; encre noire et rouge, lavis	72 cm x 53 cm	"Cathédrale de Grenoble. Reconstruction de l'orgue. Feuille A". Par Berlioz.	22/02/1852	1852-02-22	2,5 cm / 1 m	2 plans ; signé ; approbation de l'évêque ; légende.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117178	https://upload.wikimedia.org/wikipedia/commons/b/bf/Grenoble-Notre-Dame.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Grenoble		
1081	CP/F/19/7714	Grenoble : cathédrale Notre-Dame	Grenoble	45.1925	5.732222222	Plan 13	Papier ; encre noire et rouge, lavis, crayon	72,5 cm x 54 cm	"Cathédrale de Grenoble. Reconstruction de l'orgue. Feuille B : coupe sur l'axe de l'église". Par Berlioz.	22/02/1852	1852-02-22	5 cm / 1 m	1 coupe ; signé ; légende ; approbation de l'évêque.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117178	https://upload.wikimedia.org/wikipedia/commons/b/bf/Grenoble-Notre-Dame.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Grenoble		
1200	CP/F/19/7728	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 1	Papier ; encre noire, lavis, aquarelle	24 cm x 36 cm	Dessin des grilles de chapelles. Par Sorobert, architecte.	10/02/2024	1824-02-10	5 cm / 1 m	1 élévation ; signé.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1201	CP/F/19/7728	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 2	Papier ; encre noire et rouge, lavis, aquarelle	56,5 cm x 44,3 cm	"N°1. Projet de disposition des paratonnerres à établir sur l'église cathédrale de Lyon, départ[eme]nt du Rhône". Par Antoine Marie Chenavard, architecte de la préfecture.	08/06/1833	1833-06-08	3,3 cm / 10 m	1 plan ; signé ; approbation du préfet ; n° d'enregistrement : 10379, 6593, 3196, 8277.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1202	CP/F/19/7728	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 3	Calque ; encres noire et rouge	44,5 cm x 44,5 cm	"Projet de paratonnerres à établir sur la cathédrale de Lyon : coupe prise sur la ligne AB". Par Antoine Marie Chenavard, architecte du département du Rhône.	30/01/1896	1896-01-30	1 cm / 1 m	1 élévation ; signé ; approbation du préfet ; n° d'enregistrement : 6593, 9615.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1203	CP/F/19/7728	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 4	Calque, collé sur papier ; encre noire et bleue, lavis, crayon	34,5 cm x 38,3 cm	"N°2. Projet de paratonnerres à établir sur la cathédrale de Lyon". Par Antoine Marie Chenavard, architecte du département du Rhône.	30/01/1896	1896-01-30	0,35 cm / 1 m	1 élévation ; signé ; approbation du préfet ; n° d'enregistrement : 6593, 3193.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1204	CP/F/19/7728	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 5	Papier, collé sur papier ; encre noire, bleue et rouge, lavis, aquarelle	58,8 cm x 51,5 cm	"N°4. Projet de paratonnerres à établir sur l'archevêché de Lyon : projet de reconstruction de la toiture des deux pavillons, état actuel de la toiture des deux pavillons". Par Antoine Marie Chenavard, architecte du département du Rhône.	30/01/1896	1896-01-30	2 cm / 1 m	2 coupes, 2 plans ; signé ; approbation du préfet ; n° d'enregistrement : 6593, 3193.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1205	CP/F/19/7729	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 1	Papier ; aquarelle, encre noire	32,2 cm x 19,2 cm	Projet de vitraux pour le chœur de la cathédrale : A . Par Émile Thibaud, maître verrier.	1838-06-01	1838-06-01 / 1838-06-30	5 cm / 1 m	1 aquarelle ; signé ; approbation du préfet ; n° d'enregistrement : 9801.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1206	CP/F/19/7729	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 2	Papier ; aquarelle, encre noire, crayon	32,2 cm x 19,2 cm	Projet de vitraux pour le chœur de la cathédrale : B ("San Andrea"). Par Émile Thibaud, maître verrier.	[1838]	1838-01-01 / 1838-12-31	5 cm / 1 m	1 aquarelle ; signé ; approbation du préfet ; n° d'enregistrement : 9801.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1207	CP/F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 1	Calque ; encre noire et rouge, lavis, crayon	43,6 cm x 50 cm	"Cathédrale de Lyon. Grille sur le parvis : petite porte". Par Paul Auguste Desjardin, architecte diocésain.	10/11/1879	1879-11-10	10 cm / 1 m	1 élévation, 1 coupe ; signé ; timbre humide du "Cabinet de l'architecte du diocèse de Lyon".		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1208	CP/F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 2	Calque ; encre noire, lavis, crayon	40,7 cm x 41,5 cm	"Cathédrale de Lyon. Grille sur le parvis : modifiée". Par Paul Auguste Desjardin, architecte diocésain.	25/03/1880	1880-03-25	10 cm / 1 m	1 élévation ; signé ; timbre humide du "Cabinet de l'architecte du diocèse de Lyon" ; au verso : 1 croquis.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1209	CP/F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 3	Calque ; encre noire, rouge et bleue, lavis	27,5 cm x 80 cm	"Cathédrale S[ain]t-Jean. Lyon. Plan de la grille sur le parvis à l'ouest". Par Paul Auguste Desjardin, architecte diocésain.	10/11/1879	1879-11-10	2 cm / 1 m	1 plan ; signé ; légende ; timbre humide du "Cabinet de l'architecte du diocèse de Lyon".		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1210	CP/F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 4	Calque ; encre noire, lavis	42 cm x 60 cm	"Cathédrale de Lyon. Élévation de la grille sur le parvis à l'ouest". Par Paul Auguste Desjardin, architecte diocésain.	10/11/1879	1879-11-10	1,5 cm / 1 m	1 élévation ; signé ; timbre humide du "Cabinet de l'architecte du diocèse de Lyon".		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1211	CP/F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 5	Papier ; encres noire et rouge ; reproduction photomécanique	30 cm x 59,7 cm	"Ville de Lyon. Voirie municipale. 5e arrondissement. Établissement d'une grille devant la cathédrale : plan". Par Jean Desmures, ingénieur en chef des Ponts-et-Chaussées, directeur de la voirie.	29/12/1879	1879-12-29	0,2 cm / 1 m	1 plan ; signé ; "plan joint à notre lettre en date de ce jour, Lyon, le 29 décembre 1879".		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1212	CP/F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 6	Calque ; encres noire et rouge	22 cm x 39,7 cm	"Projet pour l'Établissement d'une grille devant la cathédrale : rectification du trottoir, modifications au parvis". Par Paul Auguste Desjardin, architecte diocésain.	15/01/1879	1879-01-15	0,2 cm / 1 m	1 plan ; légende ; timbre humide du "Cabinet de l'architecte du diocèse de Lyon".		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1213	CP/F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 7	Calque ; encre noire et rouge, lavis	22 cm x 39,7 cm	"État actuel du parvis et du trottoir devant la cathédrale". Par Paul Auguste Desjardin, architecte diocésain.	15/01/1879	1879-01-15	0,2 cm / 1 m	1 plan ; légende ; timbre humide du "Cabinet de l'architecte du diocèse de Lyon".		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1214	CP/F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 8	Calque, collé sur papier ; encre noire et rouge, lavis, crayon	50 cm x 59,2 cm	"Cathédrale de Lyon. Projet de barrière en fer pour le parvis". Par Paul Auguste Desjardin, architecte diocésain.	08/05/1880	1880-05-08	10 cm / 1 m	1 élévation, 1 plan, 1 coupe ; signé ; au verso : "Conserver au dossier" ; timbre humide du "Cabinet de l'architecte du diocèse de Lyon".		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1215	CP/F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 9	Calque ; encre noire et rouge, lavis	47,2 cm x 52,5 m	"Cathédrale de Lyon. Projet de barrière en fer pour le parvis". Par Paul Auguste Desjardin, architecte diocésain.	24/06/1880	1880-06-24	10 cm / 1 m	1 élévation, 1 plan, 1 coupe ; signé ; approbation pour être joint à la décision du ministre (9 août 1880) par le chef du 2e bureau ; timbre humide du "Cabinet de l'architecte du diocèse de Lyon".		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1216	CP/F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 10	Calque, collé sur papier ; encre noire et rouge, lavis	47,3 cm x 34 cm	"Cathédrale de Lyon. Fonts baptismaux". Par Paul Auguste Desjardin, architecte diocésain.	30/05/1881	1881-05-30	10 cm / 1 m	1 élévation, 1 plan ; signé ; timbre humide du "Cabinet de l'architecte du diocèse de Lyon".		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1217	CP/F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 11	Calque, collé sur tissu ; encre noire et rouge, lavis	38,2 cm x 43,3 cm	"Cathédrale de Lyon. Fonts baptismaux". Par Paul Auguste Desjardin, architecte diocésain.	30/05/1881	1881-05-30	10 cm / 1 m	1 élévation, 1 coupe, 2 plans ; signé ; "copie du plan dressé par A. Desjardins, architecte en chef du diocèse de Lyon, le 30 mai 1881 a adressé ce même jour à Monsieur le ministre des Cultes" ; au verso : 1 croquis.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1218	CP/F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 12	Calque, collé sur tissu ; encre noire et rouge, lavis	45 cm x 54,2 cm	"Cathédrale de Lyon. Chapelle des Fonts-baptismaux". Par Auguste Desjardins, architecte du gouvernement et inspecteur des travaux des édifices diocésains.	10/02/1882	1882-02-10	3 cm / 1 m	2 élévations ; signé ; timbre humide du "Cabinet de l'architecte du diocèse de Lyon".		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1219	CP/F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 13	2 calques, collés sur tissu ; encre noire et rouge, lavis	69 cm x 63,5 cm	"Cathédrale de Lyon. Chapelle des Fonts-baptismaux". Par Auguste Desjardins, architecte du gouvernement et inspecteur des travaux des édifices diocésains.	30/05/1886	1886-05-30	3 cm / 1 m	2 élévations, 1 plan ; signé ; timbre humide du "Cabinet de l'architecte du diocèse de Lyon".		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1220	CP/F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 14	Papier ; encre noire, lavis ; reproduction photomécanique	27,5 cm x 20,7 cm	"Église primatiale de S[ain]t-Jean. Cathédrale de Lyon" : installation d'un calorifère.	[1889]	1889-01-01 / 1889-12-31	0,2 cm / 1 m	1 plan.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1221	CP/F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 15	Calque ; encre noire, bleue et rouge, lavis	32 cm x 21,7 cm	"Cathédrale de S[ain]t-Jean de Lyon": installation d'un calorifère. Par Henry Révoil, architecte diocésain.	[1889]	1889-01-01 / 1889-12-31	2 cm / 10 m	1 plan ; signé.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
1222	F/19/7730	Lyon : cathédrale Saint-Jean	Lyon	45.760833333	4.827222222	Plan 16	Calque ; encres noire et rouge	20,6 cm x 25,3 cm	"Projet pour l'établissement d'une grille devant la cathédrale". [Par Auguste Desjardins, architecte du gouvernement].	10/11/1879	1879-11-10	2 cm / 10 m	1 plan ; collé à une lettre de l'architecte.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00117785	https://upload.wikimedia.org/wikipedia/commons/0/00/007._Photo_prise_depuis_les_toits_de_la_Basilique_Notre-Dame_de_Fourvi%C3%A8re.JPG	https://fr.wikipedia.org/wiki/Primatiale_Saint-Jean_de_Lyon		
811	CP/F/19/7676	Chambéry : cathédrale Saint-François-de-Sales	Chambéry	45.565277777	5.923055555	Plan 1	Calque ; encre noire et rouge, lavis	68 cm x 47,5 cm	"Cathédrale de Chambéry. Projet de restauration de chapelle (chapelle de la Vierge)". Par Joseph Marie Samuel Revel, architecte.	12/10/1864	1864-10-12	1 cm / 1 m	2 élévations, 1 coupe, 1 plan ; signé ; timbre humide du Comité des inspecteurs généraux des édifices diocésains (4 mars 1865).		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00118223	https://upload.wikimedia.org/wikipedia/commons/e/e8/Cath%C3%A9drale_Saint-Fran%C3%A7ois_de_Sales_de_Chamb%C3%A9ry_%282013%29.JPG	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-Fran%C3%A7ois-de-Sales_de_Chamb%C3%A9ry	http://data.bnf.fr/ark:/12148/cb17034729c	
